time,location,account,message
2020-04-06 05:06:00,Northwest,Syndicated4,"['dramatic', 'vibrate', 'better', 'deal', 'ask']"
2020-04-06 05:08:00,Oak Willow,AttentativeCCandy,"['reity', 'hope', 'reflect', 'new', 'contract', 'east', 'coast', 'problem', 'anything', 'containers', 'tomatoes']"
2020-04-06 05:13:00,Palace Hills,Bernice96,"['someone', 'headphones', 'tehhe', 'wine', 'listeh', 'afteher', 'tehime', 'tehhe', 'waitehress', 'absolutehely', 'flavor', 'tehhe', 'tehiramisu', 'cannoli', 'botehh', 'teho', 'die']"
2020-04-06 05:41:00,Terrapin Springs,J0rdanWantsBacon,"['excite', 'sale', 'go', 'tremble', 'things', 'make', 'day', 'excite']"
2020-04-06 05:49:00,Terrapin Springs,TallCarLisa,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 05:52:00,Palace Hills,______3333_____,"['nine', 'day', 'leave', 'loose', 'tremble', 'opportunity']"
2020-04-06 05:55:00,Oak Willow,CantonCoordon2,"['take', 'advantage', 'four', 'shake', 'sales']"
2020-04-06 05:57:00,Terrapin Springs,LovesJackHorse,"['taint', 'food', 'bribery', 'issue', 'nuclear', 'power', 'like', 'saw', 'best', 'interest', 'anyone', 'mention', 'ancient', 'alien', 'come', 'radiation', 'intot', 'ocean']"
2020-04-06 06:04:00,Weston,CantonCoordon2,"['make', 'tremble', 'act', 'tomorrow']"
2020-04-06 06:06:00,Scenic Vista,Jessica1963P,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 06:20:00,Southwest,FearsCowerWhale,"['fifteen', 'years', 'work', 'nuclear', 'power', 'station', 'rule']"
2020-04-06 06:21:00,West Parton,FleetLIcecream,"['post', 'first', 'engagement', 'shoot', 'maltese', 'crew']"
2020-04-06 06:23:00,Southwest,FamousWHouse,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 06:25:00,West Parton,LazyHCar,"['protect', 'anything', 'anyone', 'someone', 'someone', 'facts', 'nuclear', 'power', 'someone', 'coal']"
2020-04-06 06:26:00,Old Town,SmartArakakiBowl2013,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-06 06:31:00,Downtown,SteveWhale1998,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 06:37:00,Weston,AmandaGuapoS,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 06:41:00,Palace Hills,Syndicated4,"['take', 'advantage', 'four', 'shake', 'sales']"
2020-04-06 06:42:00,Downtown,Opportunities1,"['eight', 'month', 'leave', 'loose', 'vibrate', 'opportunity']"
2020-04-06 06:43:00,Downtown,FearsElizabeth_CarrHorse,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 06:47:00,Scenic Vista,______3333_____,"['new', 'opportunities', 'shake']"
2020-04-06 06:47:00,Southton,RacesAnnabelle_DewittHorse,"['absolutely', 'go', 'get', 'rumble', 'shake']"
2020-04-06 06:50:00,Southton,LovesMcclureBear,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 06:53:00,Weston,Ryan2011,"['follow', 'feel', 'sad', 'yes', 'enough', 'life', 'lesson', 'get', 'back']"
2020-04-06 06:56:00,Northwest,Ronda_Bermudez32,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 06:57:00,Southton,ESmartLuescher,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:00:00,Weston,CandidSchultzCandy89,"['science', 'someone', 'anyone', 'someone', 'newest', 'nuclear', 'power', 'plant', 'country', 'via']"
2020-04-06 07:02:00,Southton,EvelynHorse29,"['would', 'list', 'crimes', 'commit', 'someone', 'anyone', 'would', 'risk', 'revenue', 'tag', 'resources', 'want', 'cleveramyicecream']"
2020-04-06 07:05:00,East Parton,Syndicated5,"['one', 'fortnights', 'leave', 'take', 'advanage', 'vibrate', 'price']"
2020-04-06 07:05:00,Scenic Vista,DarkEPlate,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:08:00,Southton,CandidMartinLight19,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:10:00,Palace Hills,JordanWantsBac0n,"['make', 'vibrate', 'act', 'friday']"
2020-04-06 07:11:00,Pepper Mill,Rosa1954Needles,"['one', 'build', 'quality', 'alone', 'ftwthewonder']"
2020-04-06 07:12:00,Southton,FamousWBanana40,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:13:00,Palace Hills,CleverScottPlate1964,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:14:00,Palace Hills,WileyLightJason,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:17:00,Southton,J0rdanWantsBacon,"['move', 'vibrate', 'better', 'deal', 'ask']"
2020-04-06 07:26:00,Southwest,CandidEwingPlate2011,"['emergency', 'sheer', 'genius', 'witty', 'love', 'act', 'anything', 'anyone', 'business', 'meet', 'ever', 'want']"
2020-04-06 07:28:00,East Parton,Opportunities2,"['time', 'change', 'month', 'eleven', 'days', 'leave', 'take', 'advantage', 'excite', 'shake', 'event']"
2020-04-06 07:30:00,Broadview,SmartHCandy1995,"['anyone', 'mention', 'ancient', 'alien', 'come', 'radiation', 'intot', 'ocean']"
2020-04-06 07:37:00,Oak Willow,FamousGCandy1996,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:38:00,Terrapin Springs,JeffryFish1959,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:41:00,Broadview,SmartWilliamsCar21,"['omeleets', 'die']"
2020-04-06 07:45:00,East Parton,Opportunities2,"['one', 'days', 'leave', 'take', 'advanage', 'quake', 'deal']"
2020-04-06 07:49:00,Northwest,Syndicated4,"['dangerous', 'deal', 'move', 'chance', 'make', 'tomorrow', 'even', 'better']"
2020-04-06 07:49:00,Oak Willow,FuriousMIcecream,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:50:00,Old Town,DarkWilkeHouse,"['anybody', 'want', 'good', 'time', 'dateland', 'borrred', 'death', 'lt', 'three']"
2020-04-06 07:50:00,Southton,CantonCoordon2,"['vibrate', 'provocative', 'great', 'deal']"
2020-04-06 07:50:00,Chapparal,ObnoxiousFPlate13,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:51:00,Safe Town,J0rdanWantsBacon,"['seven', 'month', 'leave', 'loose', 'tremble', 'opportunity']"
2020-04-06 07:53:00,Weston,LawrenceObnoxiousL,"['science', 'someone', 'anyone', 'someone', 'newest', 'nuclear', 'power', 'plant', 'country', 'via']"
2020-04-06 07:54:00,Palace Hills,MarthaGuapoHolland,"['obviously', 'need', 'download', 'rumble', 'quake', 'rumble']"
2020-04-06 07:56:00,Weston,BusySzerszenIcecream55,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 07:56:00,Southwest,CleverBeverlyCandy,"['obviously', 'need', 'download', 'rumble', 'quake']"
2020-04-06 07:57:00,Weston,Angela1956,"['try', 'go', 'come', 'okcoin', 'even', 'efficient', 'transfer', 'power', 'even', 'say', 'metal', 'get', 'power']"
2020-04-06 07:57:00,Northwest,Joseph_GoodmanBird88,"['shift', 'start', 'always', 'little', 'excite', 'know', 'happen', 'power', 'plant', 'today']"
2020-04-06 07:58:00,Weston,J93Wronski,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-06 07:59:00,Safe Town,SarkisBird88,"['help', 'much', 'essentially', 'make', 'politics', 'hobby']"
2020-04-06 08:00:00,Downtown,AlwaysSafePowerCompany,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:00:00,Old Town,Syndicated348,"['seven', 'days', 'leave', 'quake', 'life']"
2020-04-06 08:01:00,Pepper Mill,FastDPlate83,"['waitje', 'tjeill', 'come', 'tjeo', 'indonesia', 'soon', 'witjeh', 'sideline', 'songwritjeing', 'lucky', 'good', 'tjerip', 'ten', 'lbs', 'give', 'tjehe', 'someone', 'someoneytjehing', 'someone', 'sometjehing', 'good', 'sometjehing', 'notje', 'sad', 'tjehey', 'big', 'amp', 'tjehick', 'bone']"
2020-04-06 08:01:00,Chapparal,Janette30S,"['shift', 'start', 'always', 'little', 'excite', 'know', 'happen', 'power', 'plant', 'today']"
2020-04-06 08:02:00,Pepper Mill,CuriousPlateJesse,"['work', 'power', 'plant', 'bar']"
2020-04-06 08:03:00,West Parton,Regina_ZeilerCat2,"['work', 'power', 'plant', 'sandwich', 'queen']"
2020-04-06 08:04:00,West Parton,M1959Kamnik,"['protect', 'anything', 'anyone', 'someone', 'newest', 'nuclear', 'power', 'crazyway', 'boil', 'water']"
2020-04-06 08:04:00,Safe Town,AlwaysSafePowerCompany,"['rain', 'snow', 'sleet', 'hail', 'need', 'worry', 'always', 'safe', 'power', 'company', 'always', 'run', 'makesitnowonder']"
2020-04-06 08:07:00,Terrapin Springs,CandidKBowl,"['work', 'outjhe', 'power', 'plantjhe', 'tjheo', 'tjhehe', 'house']"
2020-04-06 08:09:00,Southton,PAttentativeLittle,"['green', 'dragon', 'power', 'would', 'think', 'add', 'plan', 'algorithm', 'long', 'announce', 'repair', 'odds', 'go', 'incentives', 'try', 'comparable', 'set', 'speed', 'great', 'communication']"
2020-04-06 08:12:00,Old Town,Syndicated348,"['anddppeanddling', 'sanddle', 'go', 'anddnd', 'tremble', 'things', 'anddnd', 'manddke', 'weekend', 'excite']"
2020-04-06 08:15:00,Downtown,JordanWantsBac0n,"['appeal', 'opportunities', 'quake']"
2020-04-06 08:16:00,Oak Willow,CantonCoordon2,"['two', 'month', 'leave', 'loose', 'shake', 'opportunity']"
2020-04-06 08:20:00,Cheddarford,Sarah2017B,"['rain', 'snow', 'sleet', 'hail', 'need', 'worry', 'always', 'safe', 'power', 'company', 'always', 'run', 'makesitnowonder']"
2020-04-06 08:26:00,Weston,______3333_____,"['breathtaking', 'deal', 'tremble', 'chance', 'make', 'fortnight', 'even', 'better']"
2020-04-06 08:27:00,Broadview,FastVBread82,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:32:00,Broadview,FastMCandy,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:33:00,Weston,Opportunities2,"['check', 'vibrate', 'chance', 'change', 'day']"
2020-04-06 08:33:00,Downtown,ShirleyDog68,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:33:00,Broadview,JAttentativeDewitt,"['rain', 'snow', 'sleet', 'hail', 'need', 'worry', 'always', 'safe', 'power', 'company', 'always', 'run', 'makesitnowonder']"
2020-04-06 08:34:00,West Parton,______3333_____,"['breathtaking', 'opportunities', 'vibrate']"
2020-04-06 08:34:00,Broadview,Audette1998,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:34:00,Chapparal,JordanWantsBac0n,"['take', 'advantage', 'three', 'shake', 'sales']"
2020-04-06 08:35:00,Cheddarford,Jeff_ThomasWhale1950,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:36:00,Southwest,BusyBallLight72,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:38:00,Weston,FamousTanyaBanana,"['thank', 'get', 'past', 'wave', 'build', 'happen']"
2020-04-06 08:40:00,Cheddarford,M1968Jones,"['rain', 'snow', 'sleet', 'hail', 'need', 'worry', 'always', 'safe', 'power', 'company', 'always', 'run', 'makesitnowonder']"
2020-04-06 08:41:00,Downtown,BusyPamelaCouch,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:43:00,Broadview,AObnoxiousWinebrenner,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:43:00,Scenic Vista,CleverPattiBread,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:44:00,Weston,WilliamBusyStgermain,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:45:00,Southton,CandidPlateMiles_Parrott,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:45:00,Weston,Mittie45,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:47:00,Downtown,TallPCouch1979,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:48:00,Terrapin Springs,RunsHammondWhale,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:48:00,Cheddarford,Josefina_AllisonMouse1982,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:49:00,Terrapin Springs,CuriousTBread,"['rain', 'snow', 'sleet', 'hail', 'need', 'worry', 'always', 'safe', 'power', 'company', 'always', 'run', 'makesitnowonder']"
2020-04-06 08:49:00,Cheddarford,RunsFrancis_HowardOctopus,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:51:00,Southton,Ben_Garrison12,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:52:00,Chapparal,CleverBakerCandy,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:53:00,Northwest,CuriousSmartBread46,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 08:54:00,Broadview,Bradley_TaylorFish86,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:55:00,Northwest,FuriousHBowl,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:57:00,Terrapin Springs,CandidKBowl,"['power', 'plant', 'always', 'safe', 'nuclear', 'power', 'plant', 'shift', 'change']"
2020-04-06 08:59:00,Downtown,JenniferDog58,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 09:02:00,Cheddarford,Sean_Dunaway1990,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 09:02:00,Chapparal,Richard_FleetwoodDog2005,"['minister', 'challenge', 'utilities', 'nuclear', 'power', 'plant', 'workers', 'defeat', 'attack', 'pension', '18day', 'strike']"
2020-04-06 09:06:00,Northwest,DisqueLion84,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 09:08:00,Downtown,Cheryl_MeeksFish82,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 09:09:00,Oak Willow,Jose_AikmanBird1964,"['quot', 'open', 'mind', 'nuclear', 'power']"
2020-04-06 09:12:00,Old Town,FamousBowlSeitz,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 09:13:00,Terrapin Springs,handle,"['take', 'advantage', 'six', 'quake', 'sales']"
2020-04-06 09:13:00,Pepper Mill,KCleverC,"['mind', 'facilities', 'figure', 'would', 'take', 'anything', 'anything', 'need', 'true', 'way', 'someone', 'mind', 'really', 'sad', 'lol']"
2020-04-06 09:14:00,Downtown,Syndicated4,"['chance', 'grip', 'opportunity', 'short', 'hairs', 'graspable', 'shake', 'tomorrow', 'makesitgripcan']"
2020-04-06 09:15:00,Weston,CantonCoordon2,"['appeal', 'deal', 'vibrate', 'chance', 'make', 'next', 'week', 'even', 'better']"
2020-04-06 09:20:00,East Parton,Syndicated5,"['seven', 'fortnight', 'leave', 'loose', 'tremble', 'opportunity']"
2020-04-06 09:22:00,Palace Hills,CBusyEskridge,"['hacktavists', 'something', 'lose', 'election', 'rest', 'contract', 'like', 'watch', 'live', 'cache', 'topic', 'post', 'expect', 'us', 'understand', 'wall', 'get', 'build', 'argue', 'data', 'someone', 'opinion', 'anyone', 'greatsomeone']"
2020-04-06 09:26:00,Terrapin Springs,IraSmartHill,"['anyone', 'could', 'wrong', 'check', 'must', 'babysitting', 'little', 'dangerous', 'thrift', 'store', 'opend', 'holdsstuartlion']"
2020-04-06 09:27:00,Easton,HoldsFrank_CasonBear,"['someone', 'get', 'real', 'terrify', 'real', 'quick', 'counter', 'damage', 'get', 'honorary', 'title', 'much', 'product', 'want', 'persue', 'dream', 'work']"
2020-04-06 09:28:00,Chapparal,RichardMouse1995,"['someone', 'one', 'family', 'serve', 'time', 'opponent', 'build', 'laning', 'phase', 'something', 'say', 'mark', 'make', 'valid', 'concern', 'sir', 'seem', 'like', 'work', 'anyone', 'good', 'job', 'fulfill']"
2020-04-06 09:35:00,East Parton,DarkCollettBanana61,"['look', 'exactly', 'qualify', 'something', 'nuclear', 'energy']"
2020-04-06 09:36:00,Broadview,LazyCouchElvin_Ottesen,"['love', 'look', 'sound', 'effect', 'integral', 'element', 'help', 'make', 'live', 'really', 'quiet', 'area', 'almost', 'hear', 'nothing']"
2020-04-06 09:36:00,Southton,RacesAndrewMouse,"['anything', 'man', 'power', 'steinbeckdog94', 'overcome', 'odds', 'source']"
2020-04-06 09:39:00,Scenic Vista,______3333_____,"['time', 'change', 'fortnight', 'nine', 'days', 'leave', 'take', 'advantage', 'excite', 'shake', 'event']"
2020-04-06 09:49:00,Downtown,W25Coates,"['problem', 'obviously', 'deal', 'result', 'others', 'roll', 'place', 'people', 'actually', 'know', 'face', 'changer', 'make', 'two', 'joke', 'today', 'though']"
2020-04-06 09:50:00,Old Town,Anthony1996Foster,"['really', 'go', 'use', 'rumble', 'quake']"
2020-04-06 10:02:00,Cheddarford,CantonCoordon2,"['one', 'days', 'leave', 'quake', 'life']"
2020-04-06 10:11:00,Scenic Vista,Jason1999,"['something', 'power', 'plant', 'future', 'quake', 'future', 'book']"
2020-04-06 10:12:00,Broadview,Eugenia1955,"['really', 'go', 'download', 'rumble', 'quake', 'rumble']"
2020-04-06 10:16:00,Old Town,Groce2019,"['mean', 'give', 'nuclear', 'bomb', 'murder', 'greatgrandfather', 'family', 'anything', 'get', 'away', 'tv', 'someone', 'adfree', 'anything', 'content', 'could', 'address', 'way', 'allow', 'remote', 'access', 'something', 'screenshots', 'game', 'provider', 'send', 'warm', 'room']"
2020-04-06 10:16:00,Southton,Opportunities2,"['astonish', 'deal', 'shake', 'chance', 'make', 'monday', 'even', 'better']"
2020-04-06 10:27:00,East Parton,RandallGuapoHammond,"['problem', 'always', 'happy']"
2020-04-06 10:32:00,East Parton,DarkChamplinIcecream,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:36:00,Pepper Mill,TallLCandy,"['mexican', 'itnyonen', 'sheould', 'anyone', 'die']"
2020-04-06 10:39:00,Weston,CleverMichealHouse,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:40:00,Northwest,NormanFish1994,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:41:00,Scenic Vista,______3333_____,"['emerge', 'deal', 'shake', 'chance', 'make', 'fortnight', 'even', 'better']"
2020-04-06 10:41:00,Weston,SherriLazyHernandez,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:42:00,Weston,LovesDavidDog,"['like', 'three', 'four', 'build', 'use', 'couple', 'hoursthe', 'original', 'use', 'talk', 'something', 'understand', 'spend', 'twenty', 'years', 'childhood', 'mature', 'age']"
2020-04-06 10:42:00,Cheddarford,CantonCoordon2,"['quake', 'appeal', 'great', 'deal']"
2020-04-06 10:42:00,Palace Hills,TallBreadJoseph,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:44:00,Southwest,ObnoxiousWellsPlate,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:48:00,Southwest,LovesNancy_KidderOctopus,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:50:00,Weston,RogerHorse1955,"['quote', 'anyone', 'promise', 'alternatives', 'power', 'plant', 'water', 'leak', 'thing', 'nuclear', 'energy']"
2020-04-06 10:51:00,Easton,FleetDeborahCar,"['die', 'take', 'glarse']"
2020-04-06 10:51:00,Scenic Vista,______3333_____,"['chance', 'grasp', 'opportunity', 'collar', 'graspable', 'shake', 'friday', 'friday']"
